id,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,trial_status,pcd_auto,scd_auto,rcd_auto,tabular_results,potential_other_results,registry_scraped,is_clinical_trial_manual,is_covid_manual,rcd_manual,pcd_manual,scd_manual,comments,is_intervention,is_reg_2020,is_not_withdrawn,is_eligible_study,is_rcd_cutoff_1,has_auto_reg_results_cutoff_1,is_searched_cutoff_1,is_not_withdrawn_manual,is_rcd_cutoff_1_manual,is_analysis_pop_cutoff_1,is_dupe,dupe_primary
tri00045,ChiCTR2000029769,ChiCTR,2020-02-13,2020-02-15,FALSE,Enze Hospital of Taizhou Enze Medical Center (Group),Not Recruiting,Not Applicable,Interventional,China,Babaodan Capsule used for the adjuvant treatment of severe novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,40,http://www.chictr.org.cn/showproj.aspx?proj=49415,Not yet recruiting,NA,2020-04-30,2020-04-30,0,0,TRUE,TRUE,TRUE,2020-04-30,NA,2020-04-30,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
tri00046,ChiCTR2000029768,ChiCTR,2020-02-13,2020-02-12,TRUE,Zhongnan Hospital of Wuhan University,Recruiting,Not Applicable,Interventional,China,"A randomized, open, controlled trial for diammonium glycyrrhizinate enteric-coated capsules combined with vitamin C tablets in the treatment of common novel coronavirus pneumonia (COVID-19) in the basic of clinical standard antiviral treatment to evaluate the safety and efficiency",Drug,Diammonium glycyrrhizinate + Vitamin C,Diammonium glycyrrhizinate; Vitamin C,60,http://www.chictr.org.cn/showproj.aspx?proj=49131,Recruiting,NA,2020-05-12,2020-05-12,0,0,TRUE,TRUE,TRUE,2020-05-12,NA,2020-05-12,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
tri00047,ChiCTR2000029765,ChiCTR,2020-02-13,2020-02-10,TRUE,The First Affiliated Hospital of University of Science and Technology of China (Anhui Provincial Hospital),Recruiting,Phase 4,Interventional,China,"A multicenter, randomized controlled trial for the efficacy and safety of tocilizumab in the treatment of new coronavirus pneumonia (COVID-19)",Drug,Tocilizumab,Tocilizumab,188,http://www.chictr.org.cn/showproj.aspx?proj=49409,Recruiting,NA,2020-05-10,2020-05-10,0,0,TRUE,TRUE,TRUE,2020-05-10,NA,2020-05-10,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
tri00048,ChiCTR2000029764,ChiCTR,2020-02-13,2020-02-16,FALSE,West China Hospital of Sichuan University,Not Recruiting,Not Applicable,Observational,China,Imaging Features and Mechanisms of Novel Coronavirus Pneumonia (COVID-19): a Multicenter Study,Clinical Presentation,No Intervention,No Intervention,100,http://www.chictr.org.cn/showproj.aspx?proj=49388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00049,ChiCTR2000029763,ChiCTR,2020-02-12,2020-02-13,FALSE,China Academy of Chinese Medical Sciences; Zhongnan Hospital of Wuhan University,Recruiting,Not Applicable,Interventional,China,"The efficacy of traditional chinese medicine on Novel Coronavirus Pneumonia (COVID-19) patients treated in square cabin hospital: a prospective, randomized controlled trial",Traditional Medicine (Unspecified),Traditional Medicine,Traditional Medicine,408,http://www.chictr.org.cn/showproj.aspx?proj=49408,Recruiting,NA,2020-05-31,2020-05-31,0,0,TRUE,TRUE,TRUE,2020-05-31,NA,2020-05-31,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
tri00050,ChiCTR2000029758,ChiCTR,2020-02-12,2020-02-03,TRUE,West China Hospital of Sichuan University,Recruiting,Not Applicable,Observational,China,Cohort Study of Novel Coronavirus Pneumonia (COVID-19) Critical Ill Patients,Clinical Presentation,No Intervention,No Intervention,100,http://www.chictr.org.cn/showproj.aspx?proj=49295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00051,ChiCTR2000029756,ChiCTR,2020-02-12,2020-02-15,FALSE,Renmin Hospital of Wuhan University,Recruiting,Not Applicable,Interventional,China,Clinical study of nebulized Xiyanping injection in the treatment of novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,238,http://www.chictr.org.cn/showproj.aspx?proj=49222,Recruiting,NA,2022-02-15,2022-02-15,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00052,ChiCTR2000029754,ChiCTR,2020-02-12,2020-02-10,TRUE,West China Hospital of Sichuan University,Recruiting,Not Applicable,Observational,China,Study for the Effect of Novel Coronavirus Pneumonia (COVID-19) on the Health of Different People,Clinical Presentation,No Intervention,No Intervention,1500,http://www.chictr.org.cn/showproj.aspx?proj=49370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00053,ChiCTR2000029751,ChiCTR,2020-02-12,2020-02-01,TRUE,The First Affiliated Hospital of Zhejiang University of Traditional Chinese Medicine,Recruiting,Not Applicable,Observational,China,Clinical Study for Traditional Chinese Medicine in the Prevention and Treatment of Novel Coronavirus Pneumonia (COVID-19),Traditional Medicine (Unspecified),Traditional Medicine,Traditional Medicine,350,http://www.chictr.org.cn/showproj.aspx?proj=49354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00054,ChiCTR2000029747,ChiCTR,2020-02-11,2020-02-11,FALSE,The First Affiliated Hospital of Anhui University of Traditional Chinese Medicine,Recruiting,Not Applicable,Interventional,China,Effect evaluation and prognosis of Chinese medicine based on Novel Coronavirus Pneumonia (COVID-19),Prognosis,No Intervention,No Intervention,200,http://www.chictr.org.cn/showproj.aspx?proj=49287,Recruiting,NA,2021-02-10,2021-02-10,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00055,ChiCTR2000029742,ChiCTR,2020-02-11,2020-02-10,TRUE,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Phase 4,Interventional,China,"A randomized, parallel controlled trial for the efficacy and safety of Sodium Aescinate Injection in the treatment of patients with pneumonia (COVID-19)",Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,90,http://www.chictr.org.cn/showproj.aspx?proj=49297,Recruiting,NA,2020-12-31,2020-12-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00056,ChiCTR2000029741,ChiCTR,2020-02-11,2020-02-12,FALSE,The Fifth Affiliated Hospital of Sun Yat-Sen University,Recruiting,Phase 4,Interventional,China,"Efficacy of Chloroquine and Lopinavir/ Ritonavir in mild/general novel coronavirus (CoVID-19) infections: a prospective, open-label, multicenter randomized controlled clinical study",Drug,Lopinavir/ritonavir vs. chloroquine,Lopinavir/ritonavir; Chloroquine,112,http://www.chictr.org.cn/showproj.aspx?proj=49263,Recruiting,NA,2020-12-31,2020-12-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00057,ChiCTR2000029739,ChiCTR,2020-02-11,2020-02-12,FALSE,The First Affiliated Hospital of Guangzhou Medical University,Recruiting,Not Applicable,Interventional,China,"A Multicenter, Randomized, Parallel Controlled Clinical Study of Hydrogen-Oxygen Nebulizer to Improve the Symptoms of Patients With Novel Coronavirus Pneumonia (COVID-19)",Drug,Hydrogen + Oxygen vs Oxygen,Hydrogen; Oxygen,440,http://www.chictr.org.cn/showproj.aspx?proj=49283,Recruiting,NA,2021-08-31,2021-08-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00058,ChiCTR2000029735,ChiCTR,2020-02-10,2020-01-26,TRUE,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Observational,China,Risks of Death and Severe cases in Patients with 2019 Novel Coronavirus Pneumonia (COVID-19),Prognosis,No Intervention,No Intervention,500,http://www.chictr.org.cn/showproj.aspx?proj=49279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00059,ChiCTR2000029734,ChiCTR,2020-02-10,2020-02-08,TRUE,The First People's Hospital of Huaihua,Recruiting,Not Applicable,Observational,China,Epidemiological investigation and clinical characteristics analysis of novel coronavirus pneumonia (COVID-19),Clinical Presentation (Epidemiology),No Intervention,No Intervention,40,http://www.chictr.org.cn/showproj.aspx?proj=48868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00060,ChiCTR2000029732,ChiCTR,2020-02-10,2020-02-10,FALSE,West China Hospital of Sichuan University,Not Recruiting,Not Applicable,Observational,China,Impact of vitamin D deficiency on prognosis of patients with novel coronavirus pneumonia (COVID-19),Prognosis,No Intervention,No Intervention,156,http://www.chictr.org.cn/showproj.aspx?proj=49302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00061,ChiCTR2000029695,ChiCTR,2020-02-10,2020-03-01,FALSE,Shenzhen Third People's Hospital,Not Recruiting,Not Applicable,Diagnostic test,China,Early Detection of Novel Coronavirus Pneumonia (COVID-19) Based on a Novel High-Throughput Mass Spectrometry Analysis With Exhaled Breath,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,300,http://www.chictr.org.cn/showproj.aspx?proj=49219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00062,ChiCTR2000029656,ChiCTR,2020-02-09,2020-02-14,FALSE,Wuhan Pulmonary Hosptial,Not Recruiting,Not Applicable,Interventional,China,"A randomized, open-label study to evaluate the efficacy and safety of low-dose corticosteroids in hospitalized patients with novel coronavirus pneumonia (COVID-19)",Drug,Corticosteroids,Methylprednisolone,100,http://www.chictr.org.cn/showproj.aspx?proj=49086,Not yet recruiting,NA,2020-04-14,2020-04-14,0,0,TRUE,TRUE,TRUE,2020-04-14,NA,2020-04-14,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
tri00063,ChiCTR2000029639,ChiCTR,2020-02-08,2020-02-10,FALSE,The Fifth Affiliated Hospital of Sun Yat-Sen University,Recruiting,Not Applicable,Interventional,China,"Study for Mental health and psychological status of doctors, nurses and patients in novel coronavirus pneumonia (COVID-19) designated hospital and effect of interventions",Other (psych),No Intervention,No Intervention,192,http://www.chictr.org.cn/showproj.aspx?proj=49187,Recruiting,NA,2020-09-30,2020-09-30,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00064,ChiCTR2000029637,ChiCTR,2020-02-08,2020-02-07,TRUE,Guangdong Provincial Hospital of Chinese Medicine,Not Recruiting,Not Applicable,Observational,China,An observational study for Xin-Guan-1 formula  in the treatment of novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,100,http://www.chictr.org.cn/showproj.aspx?proj=49127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00065,ChiCTR2000029636,ChiCTR,2020-02-08,2020-02-09,FALSE,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Interventional,China,Efficacy and safety of aerosol inhalation of vMIP in the treatment of novel coronavirus pneumonia (COVID-19): a single arm clinical trial,ATMP,Vaccine,Vaccine,40,http://www.chictr.org.cn/showproj.aspx?proj=49215,Recruiting,NA,2020-07-30,2020-07-30,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00066,ChiCTR2000029628,ChiCTR,2020-02-07,2020-02-07,FALSE,Guangdong Provincial Hospital of Chinese Medicine,Not Recruiting,Not Applicable,Observational,China,A clinical observational study for Xin-Guan-2 formula in the treatment of suspected novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,100,http://www.chictr.org.cn/showproj.aspx?proj=49155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00067,ChiCTR2000029626,ChiCTR,2020-02-07,2020-02-17,FALSE,The First Affiliated Hospital of Zhejiang University School of Medicine,Not Recruiting,Not Applicable,Basic Science,China,Immune Repertoire (TCR & BCR) Evaluation and Immunotherapy Research in Peripheral Blood of Novel Coronavirus Pneumonia (COVID-19),Clinical Presentation,No Intervention,No Intervention,20,http://www.chictr.org.cn/showproj.aspx?proj=49170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00068,ChiCTR2000029625,ChiCTR,2020-02-07,2020-02-17,FALSE,The First Affiliated Hospital of Zhejiang University School of Medicine,Not Recruiting,Not Applicable,Diagnostic test,China,Construction of Early Warning and Prediction System for Patients with Severe / Critical Novel Coronavirus Pneumonia (COVID-19),Prognosis,No Intervention,No Intervention,80,http://www.chictr.org.cn/showproj.aspx?proj=49177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00069,ChiCTR2000029624,ChiCTR,2020-02-07,2020-02-08,FALSE,Shanghai Public Health Clinical Center,Not Recruiting,Not Applicable,Observational,China,A real world study for traditional Chinese Medicine in the treatment of novel coronavirus pneumonia (COVID-19),Traditional Medicine (Unspecified),Traditional Medicine,Traditional Medicine,500,http://www.chictr.org.cn/showproj.aspx?proj=49132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00070,ChiCTR2000029621,ChiCTR,2020-02-07,2020-02-07,FALSE,"Ruijin Hospital, Shanghai Jiao Tong University School of Medicine",Recruiting,Phase 4,Interventional,China,Clinical study of arbidol hydrochloride tablets in the treatment of novel coronavirus pneumonia (COVID-19),Drug,Umifenovir,Umifenovir,380,http://www.chictr.org.cn/showproj.aspx?proj=49165,Recruiting,NA,2020-12-31,2020-12-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00071,ChiCTR2000029609,ChiCTR,2020-02-06,2020-02-10,FALSE,The Fifth Affiliated Hospital of Sun Yat-Sen University,Not Recruiting,Phase 4,Interventional,China,"A prospective, open-label, multiple-center study for the efficacy of chloroquine phosphate in patients with novel coronavirus pneumonia (COVID-19)",Drug,Chloroquine vs. lopinavir/ritonavir,Chloroquine; lopinavir; ritonavir,205,http://www.chictr.org.cn/showproj.aspx?proj=49145,Not yet recruiting,NA,2020-12-31,2020-12-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00072,ChiCTR2000029606,ChiCTR,2020-02-07,2020-01-25,TRUE,The First Affiliated Hospital of Zhejiang University School of Medicine,Recruiting,Not Applicable,Interventional,China,Clinical Study for Human Menstrual Blood-Derived Stem Cells in the Treatment of Acute Novel Coronavirus Pneumonia (COVID-19),ATMP,Cells (stem cells),Cells (stem cells),63,http://www.chictr.org.cn/showproj.aspx?proj=49146,Recruiting,NA,2022-12-31,2022-12-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00073,ChiCTR2000029603,ChiCTR,2020-02-06,2020-02-06,FALSE,The First Affiliated Hospital of Zhejiang University School of Medicine,Recruiting,Not Applicable,Interventional,China,"A Randomized, Open-Label, Multi-Centre Clinical Trial Evaluating and Comparing the Safety and Efficiency of ASC09/Ritonavir and Lopinavir/Ritonavir for Confirmed Cases of Novel Coronavirus Pneumonia (COVID-19)",Drug,ASCO9 + Ritonavir vs. Lopinavir/ritonavir,ASC09; Ritonavir; Lopinavir/ritonavir,160,http://www.chictr.org.cn/showproj.aspx?proj=49075,Recruiting,NA,2020-05-31,2020-05-31,0,0,TRUE,TRUE,TRUE,2020-05-31,NA,2020-05-31,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
tri00074,ChiCTR2000029602,ChiCTR,2020-02-06,2020-02-01,TRUE,Hubei Hospital of Traditional Chinese Medicine,Recruiting,Not Applicable,Interventional,China,Clinical study for community based prevention and control strategy of novel coronavirus pneumonia (COVID-19) in the isolate suspected and confirmed population,Clinical Presentation (Epidemiology),No Intervention,No Intervention,600,http://www.chictr.org.cn/showproj.aspx?proj=48985,Recruiting,NA,2020-08-01,2020-08-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00075,ChiCTR2000029601,ChiCTR,2020-02-06,2020-02-01,TRUE,Hubei Hospital of Traditional Chinese Medicine,Recruiting,Not Applicable,Interventional,China,Community based prevention and control for Chinese medicine in the treatment of novel coronavirus pneumonia (COVID-19) in the isolate suspected and confirmed population,Traditional Medicine (Other),Traditional Medicine,Traditional Medicine,400,http://www.chictr.org.cn/showproj.aspx?proj=48988,Recruiting,NA,2020-08-01,2020-08-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00076,ChiCTR2000029600,ChiCTR,2020-02-06,2020-01-30,TRUE,The Third People's Hospital of Shenzhen,Recruiting,Not Applicable,Interventional,China,Clinical study for safety and efficacy of Favipiravir in the treatment of novel coronavirus pneumonia (COVID-19),Drug,Favipiravir + interferon alpha vs. interferon alpha + Lopinavir/ritonavir + interferon alpha vs. interferon alpha,Favipiravir; interferon alpha; Lopinavir/ritonavir,90,http://www.chictr.org.cn/showproj.aspx?proj=49042,Recruiting,NA,2020-04-29,2020-04-29,0,0,TRUE,TRUE,TRUE,2020-04-29,NA,2020-04-29,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
tri00077,ChiCTR2000029578,ChiCTR,2020-02-05,2020-02-06,FALSE,Zhejiang Chinese Medical University,Recruiting,Not Applicable,Interventional,China,"Chinese medicine prevention and treatment program for novel coronavirus pneumonia (COVID-19): a perspective, sing-arm trial",Traditional Medicine (Unspecified),Traditional Medicine,Traditional Medicine,1000,http://www.chictr.org.cn/showproj.aspx?proj=49080,Recruiting,NA,2020-04-30,2020-04-30,0,0,TRUE,TRUE,TRUE,2020-04-30,NA,2020-04-30,"Registry has results download link but fails to download (""The file does not exist or the file is illegally obtained!"")",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
tri00078,ChiCTR2000029572,ChiCTR,2020-02-05,2020-02-05,FALSE,Xiangyang First People's Hospital,Recruiting,Not Applicable,Interventional,China,Safety and efficacy of umbilical cord blood mononuclear cells in the treatment of severe and critically novel coronavirus pneumonia(COVID-19): a randomized controlled clinical trial,ATMP,Cells (mononuclear),Cells (mononuclear),30,http://www.chictr.org.cn/showproj.aspx?proj=41760,Recruiting,NA,2021-04-30,2021-04-30,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00079,ChiCTR2000029569,ChiCTR,2020-02-04,2020-02-05,FALSE,Xiangyang First People's Hospital,Not Recruiting,Not Applicable,Interventional,China,Safety and efficacy of umbilical cord blood mononuclear cells conditioned medium in the treatment of severe and critically novel coronavirus pneumonia (COVID-19): a randomized controlled trial,ATMP,Cells (mononuclear),Cells (mononuclear),30,http://www.chictr.org.cn/showproj.aspx?proj=49062,Not yet recruiting,NA,2021-04-30,2021-04-30,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00080,ChiCTR2000029559,ChiCTR,2020-02-04,2020-01-31,TRUE,Renmin Hospital of Wuhan University,Recruiting,Phase 4,Interventional,China,Therapeutic effect of hydroxychloroquine on novel coronavirus pneumonia (COVID-19),Drug,Hydroxychloroquine,Hydroxychloroquine,300,http://www.chictr.org.cn/showproj.aspx?proj=48880,Recruiting,NA,2020-02-29,2020-02-29,0,0,TRUE,TRUE,TRUE,2020-02-29,NA,2020-02-29,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
tri00081,ChiCTR2000029558,ChiCTR,2020-02-04,2020-01-29,TRUE,Hospital of Chengdu University of Traditional Chinese Medicine,Recruiting,Not Applicable,Interventional,China,Recommendations of Integrated Traditional Chinese and Western Medicine for Diagnosis and Treatment of Novel Coronavirus Pneumonia (COVID-19) in Sichuan Province,Traditional Medicine + Western Medicine,Traditional Medicine,Traditional Medicine,200,http://www.chictr.org.cn/showproj.aspx?proj=48792,Recruiting,NA,2020-05-01,2020-05-01,0,0,TRUE,FALSE,FALSE,2020-05-01,NA,2020-05-01,Not a trial: Recommendations of Integrated Traditional Chinese and Western Medicine for Diagnosis and Treatment of Novel Coronavirus Pneumonia (COVID-19) in Sichuan Province,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,TRUE,FALSE,NA,NA
tri00082,ChiCTR2000029548,ChiCTR,2020-02-04,2020-02-04,FALSE,The First Affiliated Hospital of Zhejiang University School of Medicine,Not Recruiting,Not Applicable,Interventional,China,"Randomized, open-label, controlled trial for evaluating of the efficacy and safety of Baloxavir Marboxil, Favipiravir, and Lopinavir-Ritonavir in the treatment of novel coronavirus pneumonia (COVID-19) patients",Drug,Baloxavir + Marboxil vs. Favipiravir vs. Lopinavir/ritonavir,Baloxavir; Marboxil; Favipiravir; Lopinavir/ritonavir,30,http://www.chictr.org.cn/showproj.aspx?proj=49015,Not yet recruiting,NA,2020-06-03,2020-06-03,0,0,TRUE,TRUE,TRUE,2020-06-03,NA,2020-06-03,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
tri00083,ChiCTR2000029544,ChiCTR,2020-02-03,2020-02-04,FALSE,The First Affiliated Hospital of Zhejiang University School of Medicine,Not Recruiting,Not Applicable,Interventional,China,"A randomized controlled trial for the efficacy and safety of Baloxavir Marboxil, Favipiravir tablets in novel coronavirus pneumonia (COVID-19) patients who are still positive on virus detection under the current antiviral therapy",Drug,Baloxavir + Marboxil vs. Favipiravir,Baloxavir; Marboxil; Favipiravir,30,http://www.chictr.org.cn/showproj.aspx?proj=49013,Not yet recruiting,NA,2020-05-31,2020-05-31,0,0,TRUE,TRUE,TRUE,2020-05-31,NA,2020-05-31,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
